imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,budget,gross 
6,151,120,17,808,33585,748,42547,42000000,24375436
4,36,104,5,687,7723,13261,38203,42000000,20915465
8,168,122,487,16,12076,10000,248123,50000000,24127895
8,283,80,611,576,6229,13261,149414,31000000,84961
5,127,91,30,497,3301,19000,34203,40000000,26404753
7,293,112,133,365,12239,50000,247020,44000000,6105175
6,95,100,19,433,2056,13261,22309,45000000,5664251
8,4,30,840,253,1610,455,1558,39752620,48468407
7,213,105,840,52,1342,13261,24657,27000000,1260917
7,119,110,161,196,1954,13261,187181,41000000,116724075
5,9,101,326,6,488,161,590,39752620,48468407
7,167,144,241,996,18761,13261,137003,65000000,56083966
5,98,108,4,96,1134,505,29861,41000000,22108977
8,234,107,840,766,17540,14000,704766,40000000,293501675
7,258,102,20,54,362,11000,125198,42000000,18600911
6,108,100,64,296,2085,11000,34809,41000000,7204138
7,81,126,80,225,2004,13261,126907,8000000,90800000
7,538,138,737,14000,83012,63000,358416,40000000,150117807
7,224,108,98,723,18656,10000,227824,40000000,163947053
6,129,105,78,298,2129,13261,56646,70000000,116735231
8,125,108,840,690,3660,12000,340085,40000000,118500000
6,433,89,840,903,32325,83000,327367,40000000,126546825
4,362,129,456,716,4585,101000,220020,40000000,166147885
4,93,84,840,2000,22935,681,40227,38000000,111760631
7,71,149,541,1000,31349,13261,99558,40000000,108706165
6,104,94,189,597,7014,13261,75152,40000000,138614544
8,319,121,532,127,1261,58000,203963,40000000,125069696
7,41,128,545,251,16751,13261,71754,40000000,107458785
8,300,134,840,336,2676,40000,64989,40000000,102310175
8,556,120,21000,81,10555,74000,479453,40000000,96917897
6,161,129,42,49,318,12000,132048,40000000,93952276
5,151,89,119,807,5855,1000,93748,45000000,90703745
6,212,116,840,71,600,13261,98535,40000000,89138076
7,111,118,840,690,3986,13261,283480,40000000,87666629
6,173,107,164,723,12556,14000,85629,40000000,90353764
8,181,155,840,10000,42220,14000,143835,40000000,82522790
7,252,123,840,923,13321,13000,79264,40000000,94125426
8,216,128,241,898,16911,28000,66511,40000000,95001343
7,203,139,333,1000,36810,13261,137891,40000000,81292135
6,218,109,101,839,16179,55000,97045,35000000,86208010
7,118,120,155,249,24300,11000,48806,40000000,81593527
7,241,121,278,808,36010,54000,130661,35000000,75274748
6,119,102,167,655,5178,13261,28621,40000000,90835030
8,89,117,840,322,2144,13261,113068,40000000,72455275
8,209,178,138,748,5074,13261,110394,40000000,75305995
8,374,147,436,175,3924,13000,656640,40000000,74098862
7,235,90,38,882,6775,13261,127528,40000000,72266306
7,215,105,29,257,28928,13261,166194,40000000,71347010
6,109,114,101,398,2842,13261,109445,40000000,70836296
8,125,206,840,4,698,13261,113472,40000000,70405498
5,65,99,14,633,19334,663,31968,40000000,70163652
6,125,123,563,8000,43917,2000,87351,34000000,66808615
7,322,137,11000,465,2938,35000,103589,65000000,115603980
6,191,102,23,651,7009,13261,146899,20000000,64149837
6,191,109,415,119,2357,16000,104481,40000000,83906114
5,221,82,160,748,303717,13261,75345,40000000,66466372
8,459,142,14000,423,16944,55000,178118,40000000,72306065
6,131,106,212,389,2544,13261,86902,40000000,59068786
6,222,114,89,177,2091,12000,147317,39752620,60923325
6,118,106,23,418,2325,13261,35508,50000000,57887882
6,100,108,287,823,8610,13261,77415,40000000,53955614
5,70,98,20,968,7039,13261,52805,40000000,54967359
8,138,131,58,720,17152,13261,104991,35000000,54228104
7,274,118,65,638,13943,25000,173848,40000000,57981889
7,349,113,174,767,17152,29000,210542,30000000,61094903
9,341,130,22000,19000,63986,49000,844052,40000000,53082743
6,196,116,51,465,30571,12000,114294,42000000,54414716
6,83,89,7,91,3361,13261,20615,40000000,57011847
8,283,139,840,19,848,14000,236000,40000000,50859889
7,105,130,46,162,1233,13261,69457,30000000,51185897
6,351,107,190,520,4243,17000,171418,40000000,52000688
6,16,116,425,204,2179,263,7900,40000000,49851591
7,195,96,192,501,41293,13261,147504,40000000,47781388
7,175,99,18,211,18693,13261,114321,40000000,52320979
7,193,104,34,280,1274,13261,87447,43000000,47806295
7,169,105,54,988,9069,11000,37398,25000000,51853450
6,128,101,10,681,4298,3000,54421,40000000,46012734
7,249,134,16000,235,2281,16000,25465,40000000,47034272
7,91,135,840,913,16762,13261,46221,40000000,45856732
6,207,98,326,416,22318,13261,89557,40000000,59588068
7,77,155,14000,11000,37570,13261,56509,36000000,44175394
6,25,106,323,656,519,694,17443,40000000,45500797
5,211,102,25,473,4324,13261,92789,40000000,41797066
5,19,95,80,287,4634,13261,49612,40000000,38087756
6,101,103,643,586,26938,13261,20201,40000000,37752931
7,175,95,30,664,2787,13261,81334,39752620,50562555
7,342,109,99,57,390,42000,192462,40000000,37371385
6,147,95,98,78,1070,13261,30394,40000000,37101011
6,420,111,840,687,4486,26000,104119,40000000,38176892
7,138,123,541,173,12970,13261,104564,40000000,36283504
7,82,140,840,552,3044,13261,68159,38000000,35183792
5,201,94,52,214,1488,13261,84382,40000000,38543473
5,82,94,840,235,1238,390,10132,60000000,36037909
6,277,92,77,495,3074,20000,83788,40000000,42575718
6,90,102,6,584,2913,445,29968,40000000,33864342
7,157,123,75,754,23920,16000,95860,40000000,33508922
6,124,104,101,223,1827,13261,36223,30000000,42071069
7,3,30,840,12,108,301,8495,39752620,48468407
6,146,102,65,490,3239,702,50199,40000000,32853640
6,303,136,3000,3000,28927,24000,136093,40000000,42615685
6,70,93,85,510,2711,13261,18723,25000000,32055248
7,283,129,335,64,15595,39000,81298,40000000,31836745
7,212,107,50,58,621,13261,58871,40000000,30993544
5,98,117,260,441,3969,13261,35834,40000000,30981850
6,110,116,18,249,3753,470,25346,40000000,30199105
7,146,135,840,715,5917,3000,41685,40000000,29077547
5,100,107,55,294,4565,394,12093,40000000,29374178
5,62,90,39,210,1335,279,10446,40000000,28535768
4,70,99,287,44,10469,13261,26051,40000000,27663982
5,107,104,840,327,2888,299,12856,40000000,27053815
7,169,115,56,19000,77823,13261,84357,35000000,26814957
7,94,119,7,903,29484,8000,70292,40000000,25178165
6,190,99,81,135,960,13261,37412,40000000,25117498
7,112,112,17000,354,23737,13261,67797,500000,32645
6,12,128,545,353,3126,680,13830,40000000,24332324
6,201,112,118,674,3432,15000,76498,40000000,36665854
6,34,86,7,795,14275,13261,11156,40000000,22717758
6,104,108,105,616,34377,416,21319,60000000,22433915
6,55,128,34,685,3821,13261,11232,60000000,22326247
4,86,84,33,1000,5039,13261,23747,40000000,21176322
6,50,111,17,889,17877,309,16741,40000000,20300000
5,181,131,719,683,18913,13261,49874,45000000,20302961
6,260,123,840,826,7243,13261,79892,40000000,15962471
6,40,101,58,497,14008,555,14226,40000000,14942422
5,102,102,19,351,14463,604,27305,40000000,14967182
8,371,114,171,284,7099,54000,145270,45000000,18996755
4,49,107,124,572,3374,754,8692,51000000,14375181
8,335,87,840,563,24770,15000,139114,40000000,20999103
6,86,103,65,311,12566,835,19364,40000000,14448589
6,40,99,840,402,2125,630,17365,40000000,14358033
8,242,122,840,54,809,39000,534262,77000000,33201661
5,70,91,29,762,3974,849,17722,30000000,14018364
6,135,103,14,624,3639,13261,43442,60000000,13395939
7,125,107,42,171,1702,13261,15231,40000000,20113965
6,54,106,22,613,4327,579,10413,40000000,13376506
3,104,101,37,595,4262,612,17309,42000000,13208023
6,157,109,80,835,20503,13261,35990,40000000,13838130
6,159,110,118,287,12876,11000,28618,40000000,5773519
6,78,89,840,500,3096,13261,46205,40000000,9652000
7,88,100,92,706,4103,866,7794,39752620,12081447
5,32,119,5,249,1883,328,2933,36000000,7000000
4,75,83,7,485,4024,401,24216,24000000,10431220
7,219,108,22,61,14127,10000,121432,33000000,10326062
6,83,102,39,259,2664,892,19986,40000000,6114237
5,53,93,18,443,4123,158,4821,40000000,4835968
6,61,84,8,219,1149,565,15130,40000000,4777007
7,308,107,840,167,11623,15000,190132,26000000,3675072
6,70,91,48,39,222,13261,30842,40000000,18438149
4,41,94,840,379,2449,211,2458,40000000,511920
6,224,115,180,87,1686,13261,28429,40000000,10640645
5,66,93,13,173,15638,823,20201,40000000,652526
7,253,105,154,502,2288,13261,186982,20000000,80050171
6,79,107,34,472,13821,12000,54650,20000000,7564000
7,94,101,47,2,504,13261,22010,25000000,876671
7,77,111,840,385,2612,13261,65474,30000000,2869369
7,106,113,31,483,6267,13261,22897,40000000,128978
6,30,112,44,533,2115,265,3322,25000000,77231
7,488,126,584,398,12286,58000,181472,39200000,4563029
7,63,90,10,541,3243,13261,15790,25000000,48468407
6,42,93,23,596,5240,89,3789,39752620,463730
8,118,98,295,380,2630,15000,136580,23000000,50693162
8,44,159,50,72,554,21000,62756,18026148,6498000
7,214,107,124,100,568,13000,114925,39000000,63411478
6,110,102,36,433,1930,13261,32412,39752620,42640890
7,187,106,357,4000,45327,14000,272227,38000000,144512310
7,370,87,13000,787,4774,25000,73886,39000000,35287788
8,276,119,840,279,2853,14000,242599,40000000,25335935
5,76,110,534,511,2972,177,5917,39000000,5881504
5,95,125,44,420,2329,13261,49934,39000000,60000000
6,211,113,88,785,36009,12000,46480,40000000,29802761
7,160,150,610,478,2172,13261,36894,553632000,626809
6,97,108,72,559,4251,13261,83786,38000000,127214072
7,174,96,126,954,22436,9000,163665,38000000,88915214
6,23,93,36,275,2176,478,17810,39000000,30400000
5,103,100,840,1000,18291,478,44885,38000000,85570368
7,98,118,18,906,6427,13261,60504,35000000,75668868
7,273,122,840,7,943,13000,24557,38600000,6594136
7,279,120,508,1000,36062,33000,95367,38000000,58700247
8,22,60,840,501,25160,13261,38383,39752620,48468407
6,4,88,840,46,196,13261,2169,40000000,48468407
8,65,146,278,494,20516,13261,76016,38000000,50668906
6,98,115,150,789,3770,13261,30667,38000000,39177215
6,116,123,7,692,2912,989,44168,35000000,40334024
4,76,94,99,377,3552,8000,23473,30000000,71038190
6,106,102,43,280,1440,689,19686,38000000,24044532
6,55,98,11,466,2765,168,8433,38000000,22770864
7,172,133,2000,541,42344,13261,137722,38000000,18653746
6,47,118,150,182,24547,352,14066,38000000,17305211
6,107,105,65,108,1265,13261,34592,57000000,16991902
7,323,109,304,736,3277,12000,86955,10000000,47536959
7,37,129,840,982,16237,911,17859,38000000,10300000
8,297,109,840,145,1757,23000,258078,15000000,13782838
6,302,127,123,904,17551,39000,125305,38000000,41997790
6,38,118,11,12,74,389,9740,37000000,6482195
5,31,110,49,427,2120,474,4757,38000000,623374
7,118,90,27,260,15494,13261,52908,55000000,7871693
7,546,144,840,15,427,27000,105144,32000000,16377274
5,21,97,2,217,4900,366,6691,38000000,48468407
7,86,130,39,534,5162,13261,16673,40000000,9589875
5,194,112,5,724,19974,14000,55617,38000000,34912982
8,437,133,840,531,15106,70000,146708,35000000,109712885
8,378,150,840,206,14296,29000,280228,37000000,92173235
6,170,110,52,651,13396,14000,57266,40000000,41102171
7,341,96,1000,681,36093,13261,248468,37000000,60338891
6,139,96,3,35,18178,13261,28109,37000000,48006503
8,393,123,2000,471,37206,83000,312629,38000000,26903709
8,224,188,840,272,1906,13000,241030,37000000,22450975
6,203,107,840,574,14483,13261,75347,37000000,44867349
6,148,110,11,591,4882,15000,39440,38000000,46813366
7,131,113,188,631,14209,13261,17948,37000000,72279690
5,350,122,308,10000,44060,19000,348007,37000000,191449475
7,129,116,415,644,20970,13261,98899,36000000,71026631
6,40,93,10,405,2986,13261,60572,65000000,68208190
7,289,118,43,651,3425,35000,316671,37000000,150368971
5,14,115,35,30,599,240,4387,29500000,48468407
7,72,93,84,263,1874,13261,38399,36000000,50129186
6,89,121,883,133,762,13261,48636,36000000,55500000
6,265,101,38,318,1272,12000,139184,36000000,50213619
6,54,107,188,631,13904,13261,6069,36000000,42019483
6,126,124,287,475,10838,852,31113,34000000,23360779
6,110,109,473,582,16611,13261,38348,36000000,26183197
5,138,105,488,13000,44037,11000,39778,37000000,20991497
7,31,130,840,723,3968,591,8531,36000000,13052741
7,95,127,96,577,2393,846,12375,36000000,14378353
6,267,114,101,2000,19904,23000,75864,37000000,33037754
8,175,106,487,263,1942,17000,220591,36000000,12339633
5,63,95,31,450,2928,133,1977,36000000,2954405
5,85,81,16,387,2268,279,8860,37000000,30105968
5,44,95,840,642,4537,638,15046,35200000,37788228
8,334,108,480,706,17623,24000,583341,35000000,277313371
7,78,105,25,51,615,12000,21912,36000000,2126511
7,199,95,116,481,47203,13261,181225,33000000,205399422
8,186,126,13000,488,2725,12000,269033,35000000,251188924
6,77,102,596,785,3497,2000,3865,36000000,1068392
7,68,121,503,94,1446,13261,128010,35000000,144731527
8,261,129,102,624,3389,38000,223127,29000000,255950375
6,5,43,840,452,2255,13261,2185,39752620,48468407
5,122,88,840,640,4499,13261,84325,35000000,112692062
7,340,106,91,64,18669,31000,353442,35000000,117528646
8,493,110,1000,538,25964,36000,240962,38000000,171031347
7,208,109,64,505,23923,13261,286178,35000000,124732962
6,134,143,338,643,16007,13261,63330,35000000,82300000
6,275,120,91,680,5826,17000,97664,35000000,134455175
7,120,128,17000,387,24006,13261,127503,35000000,79100000
7,144,123,126,1000,25661,13261,191470,35000000,81159365
6,332,129,840,213,1450,25000,94241,35000000,110008260
6,104,105,8,278,2689,919,33887,35000000,67962333
7,116,162,333,362,15912,13261,142067,27000000,78651430
8,177,138,161,210,19129,11000,414219,35000000,64604977
6,127,100,31,591,2968,13261,61321,35000000,63939454
6,83,90,840,945,23504,13261,32416,35000000,63826569
6,97,108,79,25,1715,13261,61018,35000000,60054449
8,256,101,840,574,42918,10000,149285,1800000,26505000
6,225,109,763,311,2474,13261,79877,33000000,61280963
6,83,132,130,80,29265,13261,125219,35000000,56876365
7,160,123,130,426,2259,13261,20827,35000000,59699513
6,191,87,14,691,16571,13261,53786,34000000,54132596
7,74,109,19,568,4231,13261,32370,35000000,52277485
7,238,109,87,923,20956,41000,270228,35000000,55802754
6,177,92,89,190,17860,13261,28041,35000000,55291815
8,405,125,102,825,19809,39000,117719,35000000,83299761
8,61,202,840,318,20143,13261,63923,33000000,48169908
6,285,134,840,120,1050,18000,104005,35000000,67523385
5,124,88,12,931,53370,13261,31191,35000000,49474048
7,164,92,148,227,2184,13261,119974,35000000,45802315
5,120,91,42,766,52566,913,32157,35000000,43792641
6,90,75,221,553,13125,13261,40651,33000000,57651794
6,120,98,30,664,4879,13261,25883,30000000,43894863
8,117,147,179,646,56014,13261,225122,35000000,41954997
7,226,100,545,766,17902,13261,198701,33000000,39532308
7,223,120,365,723,3876,11000,105446,10700000,76600000
6,193,104,1000,939,41701,13261,84131,35000000,39692139
5,228,103,212,248,16249,13261,107772,35000000,40687294
7,360,109,487,3000,34011,52000,304318,40000000,37553932
5,148,104,16,584,3356,13261,40654,35000000,37481242
6,128,112,42,196,2371,13000,48019,35000000,39026186
7,3,60,840,628,3438,265,1641,39752620,48468407
5,46,95,19,447,2643,13261,30771,50000000,33422806
7,40,102,23,57,677,13261,16323,39752620,48468407
4,63,102,133,690,5443,13261,53115,35000000,33423521
9,193,150,2000,95,1075,21000,497946,35000000,32519322
7,208,122,117,140,41636,13261,124765,35000000,31598308
7,122,101,308,206,966,13261,8143,30000000,37617947
5,228,108,174,324,2178,13261,94456,30000000,32048809
7,212,98,840,23,28027,12000,168314,27000000,33987757
7,392,137,16000,363,36258,16000,102728,35000000,37304950
6,208,112,192,844,3185,5000,86205,35000000,30691439
5,137,101,48,531,3001,13261,43991,35000000,30307804
6,119,103,81,636,4722,13261,105478,35000000,30669413
6,195,101,40,398,3612,13261,40964,35000000,28687835
7,95,112,37,480,5709,13261,48621,35000000,26494611
6,100,111,24,455,2603,12000,38017,20000000,48468407
6,164,102,840,769,3592,13261,54346,35000000,25266129
5,211,101,357,374,2471,11000,28257,35000000,25863915
7,91,155,16000,229,19689,13261,31751,30000000,25078937
6,44,93,8,558,24154,13261,16193,19000000,48468407
6,97,109,24,167,855,13261,19230,35000000,28995450
7,32,140,840,210,1394,949,17124,35000000,24276500
6,270,108,251,296,2351,13261,78256,30000000,20981633
6,89,96,13,973,17292,13261,47800,35000000,22913677
7,219,123,15,745,13371,23000,44788,35000000,34531832
5,180,106,309,63,561,13000,65044,35000000,28064226
6,93,76,2,72,1908,538,15788,35000000,19447478
7,173,107,161,549,22974,13261,54643,55000000,19389454
5,121,82,82,418,3266,13261,52052,35000000,25871834
6,298,109,90,344,2073,13261,63548,35000000,19692608
5,158,99,840,520,2535,13261,26126,35000000,19294901
7,248,91,192,346,24669,20000,95274,35000000,20275446
5,155,87,98,253,1679,13261,34948,35000000,34507079
7,105,125,159,39,3142,13261,28130,35000000,18306166
6,224,118,138,458,28479,17000,90046,35000000,17609982
6,129,98,12,663,9330,13261,51842,31000000,16831505
4,101,92,16,734,6327,13261,12399,35000000,17596256
5,145,93,840,174,1361,13261,11482,30000000,48468407
6,57,116,170,136,14744,13261,23351,27000000,48468407
6,227,92,840,10000,32875,13261,41170,35000000,14998070
6,13,115,468,150,1290,452,4795,35000000,14587732
7,171,120,52,134,1082,13261,55630,35000000,18317151
7,119,111,529,505,19805,13261,28542,35000000,11405825
6,44,94,10,141,1668,433,12077,35000000,13264986
7,188,100,212,919,5890,13261,44931,35000000,10991381
6,166,101,57,230,1947,13261,31918,35000000,10268846
7,584,139,840,687,13021,39000,136367,32000000,13303319
5,67,91,85,105,1352,471,11512,35000000,10076136
6,233,109,453,120,1458,10000,47498,35000000,10499968
5,112,102,241,127,14165,704,14962,38000000,7659747
6,151,103,189,766,6563,13261,48999,35000000,7948159
4,63,83,12,690,5022,494,15015,35000000,11631245
7,335,123,840,6,23031,24000,77394,35000000,10137502
5,24,101,31,448,1993,13261,2189,35000000,6448817
7,147,117,840,567,3611,9000,70698,35000000,7458269
9,51,60,840,256,3823,20000,70568,39752620,48468407
7,10,114,503,697,4334,892,10410,35000000,4651977
8,12,330,138,672,3227,6000,23181,35000000,4496583
6,50,121,55,918,3125,561,11747,35000000,2221994
6,149,114,840,115,1005,675,28584,35000000,6592103
8,24,156,278,249,1573,13261,9852,35000000,48468407
7,28,135,22,45,1508,262,4885,39752620,1877179
7,95,148,840,656,5,633,11101,35000000,630779
8,288,148,840,7,50,29000,68885,39752620,5100937
5,10,109,596,282,1980,677,2138,39752620,48468407
6,58,93,18,324,5377,13261,28848,32000000,48468407
7,140,107,194,816,3874,26,219,23000000,48468407
7,297,113,47,129,1783,38000,310903,34000000,102413606
5,90,91,31,141,1564,13261,23072,35000000,10214013
7,56,139,17000,94,1068,13261,36267,30000000,32000000
7,274,96,840,1000,24640,23000,190990,35000000,10139254
5,68,102,3,239,1274,120,8367,34000000,11227940
6,98,96,165,566,14978,13261,36914,35000000,183125
8,256,101,6000,2,13,13261,85589,34000000,15081783
7,117,128,88,954,3386,23000,50041,34000000,37432299
5,107,109,7,1000,52621,1000,45497,34000000,10654581
6,52,114,46,292,1778,314,3740,34000000,6543194
6,135,105,125,2000,23122,13261,23916,35000000,13101142
7,211,141,56,38,301,13000,21223,35000000,8324748
8,57,195,631,521,2291,13261,16255,35000000,48468407
8,81,138,840,574,14619,13261,181879,40000000,141340178
6,107,101,43,655,5942,742,27580,33000000,51758599
5,100,99,67,330,1790,1000,66941,30000000,117559438
6,60,85,840,11,369,13261,4265,34000000,4091
5,195,89,21,48,843,13261,49312,30000000,21426805
7,121,99,35,433,4863,19000,45394,33000000,35057332
6,285,105,160,491,2604,4000,115649,33000000,34014398
5,103,97,10,178,18688,463,22220,33000000,28927720
7,192,140,36,336,2114,4000,124242,33000000,33682273
7,90,118,41,577,2859,13261,50919,10000000,4280577
7,258,94,132,317,27759,12000,83097,30000000,17120019
6,56,124,179,551,13093,783,24826,38000000,8406264
8,197,134,37,504,13649,14000,681857,32500000,309125409
6,254,113,197,43,391,13261,62770,30000000,10955425
8,299,124,335,50,14504,15000,189812,32000000,34180954
6,163,98,136,833,4151,13261,62198,39752620,17225675
7,152,97,4000,8000,43354,21000,147597,33000000,173381405
6,53,123,226,796,5975,13261,63839,32000000,104632573
5,67,99,32,521,2916,13261,20219,35000000,81150692
7,88,101,503,1000,18734,11000,61396,32000000,60328558
6,163,92,100,327,1729,13261,65551,32000000,80197993
7,371,131,176,460,3229,27000,218711,32500000,169076745
7,418,107,133,9000,38751,97000,310540,32000000,101470202
6,131,103,9,573,3004,13261,54390,29000000,50041732
7,98,129,88,975,36069,13261,89424,32000000,48814909
6,119,107,34,1000,31529,13261,46961,20000000,57744720
6,133,89,16,2000,74181,13261,37493,35000000,21784432
4,88,113,14,534,3500,13261,19671,32000000,37911876
8,522,93,840,355,16034,56000,379462,32000000,54696902
7,43,120,155,240,2054,13261,38949,32000000,36733909
6,224,98,541,897,10938,10000,164608,32000000,35063732
7,122,105,840,223,1843,5000,11347,33000000,99462
6,56,142,14000,642,20201,2000,25193,35000000,48468407
7,75,98,61,83,1400,13261,10018,32000000,32701088
8,441,96,840,882,12754,13261,186606,32000000,31493782
6,163,87,255,810,29050,13261,156267,32000000,43095600
6,63,107,840,159,29743,13261,69197,32000000,18636537
6,90,90,29,142,961,702,18771,28000000,17848322
7,163,121,17000,245,13040,13261,53028,55000000,16640210
6,197,119,238,447,2925,12000,87768,32000000,13763130
4,93,107,26,535,3274,13261,21506,35000000,10956379
5,15,110,278,179,3864,350,5176,30000000,4357000
6,260,100,35,7000,32094,13000,60596,30000000,22525921
7,18,75,10,826,7394,643,5600,32000000,3562749
7,70,132,840,876,16878,625,8039,32000000,2899970
6,183,105,840,308,2355,559,21481,32000000,1304837
6,12,93,840,239,1073,290,3088,32000000,48468407
9,261,289,840,3000,25313,19000,450676,31500000,78800000
6,167,102,8,472,2961,13261,50523,32000000,17797316
7,42,143,65,320,2223,13261,30230,6500000,82528097
6,130,113,34,24,10910,13261,17319,31500000,14268533
7,66,161,521,184,12518,13261,52339,31000000,87100000
7,449,138,840,874,20952,64000,264047,31000000,93749203
6,121,126,43,177,1008,13261,69534,34000000,62700000
8,536,99,840,670,15082,149000,475518,25000000,59073773
7,135,101,96,442,13811,13261,30339,31000000,24185781
6,74,103,155,125,1440,13261,50389,31000000,53133888
7,168,118,40,617,4045,13261,81866,31000000,44983704
6,464,116,176,322,2097,62000,69790,144000000,118099659
6,204,99,840,816,40312,28000,66123,31000000,58879132
7,96,105,188,482,3439,13261,62986,30250000,72077000
7,223,113,252,90,813,13261,172080,45000000,170684505
6,112,93,221,781,26760,13261,161858,34200000,163479795
6,142,108,6,1000,7872,13261,200260,30000000,145096820
8,166,74,487,802,19046,13261,623757,30000000,191796233
7,114,116,101,780,20966,13261,260981,25000000,121248145
7,214,104,23,281,18322,32000,145852,30000000,125014030
7,126,106,12,946,17560,13261,14281,31000000,11854694
8,157,120,132,1000,54877,13261,160776,30000000,115648585
8,104,135,323,495,2575,13261,143696,30000000,122012643
7,304,132,304,898,20035,41000,87665,30000000,116631310
7,191,92,43,936,4730,13261,185338,20000000,114324072
7,55,99,188,436,3696,5000,96607,38000000,113502246
6,59,90,176,460,2203,13261,160321,30000000,108360000
6,108,111,840,529,13645,13261,94049,37000000,108244774
6,50,103,37,452,3143,13261,31817,26000000,105444419
9,216,127,21000,360,22678,39000,1023511,33000000,100125340
8,472,112,662,107,2639,22000,531737,30000000,115646235
7,89,87,47,217,20097,13261,58906,30000000,85416609
8,229,138,16000,262,1942,12000,338415,25000000,90135191
8,268,132,16000,567,28830,14000,482064,30000000,100422786
7,145,103,11000,636,24333,13261,123940,30000000,106694016
8,177,123,415,545,34495,57000,396396,29000000,64286
6,175,111,98,71,2978,13261,124501,30000000,76806312
4,131,102,23,635,4516,13261,31760,30000000,79566871
6,41,78,840,786,4527,181,8146,30000000,76501438
7,30,132,840,252,1936,883,12549,30000000,74787599
8,57,133,380,918,26388,11000,112175,30000000,66528842
7,391,108,655,940,35209,19000,270238,25000000,83813460
7,217,125,729,322,1556,13261,107557,30000000,65010106
7,452,98,129,7,337,81000,184641,35000000,66359959
7,589,119,840,502,37387,75000,428916,30000000,66468315
5,61,87,129,560,2911,602,19079,30000000,64172251
7,79,91,108,204,1185,5000,94435,30000000,66600000
6,234,100,64,329,19420,13261,34258,30000000,63536011
7,253,118,89,344,16758,13261,217507,30000000,62877175
9,51,44,840,690,3418,13261,42746,39752620,48468407
7,123,109,309,482,2740,13261,109894,45000000,74484168
6,145,99,5,966,6930,13261,34079,30000000,60269340
6,65,114,840,545,2860,13261,18973,30000000,60033780
5,152,89,56,545,13794,13261,79094,30000000,58715510
6,94,95,65,246,1266,13261,37479,19000000,58156435
6,119,98,56,533,6742,13261,122187,37000000,56044241
8,487,94,11000,183,1289,78000,301149,17000000,56816662
6,121,85,7,691,18795,13261,19547,42000000,64238770
8,147,124,47,877,43453,13000,198066,30000000,52937130
6,85,131,43,362,19815,13261,28942,55000000,52799004
5,98,107,840,643,14710,13261,43743,27800000,55210049
5,39,99,13,837,3679,1000,15074,30000000,51432423
6,43,83,88,348,4767,1000,76850,30000000,51109400
6,108,131,46,433,2943,13261,68565,30000000,50300000
8,209,85,9,100,1145,13261,98160,30000000,56068547
7,131,126,98,37,18726,20000,167967,30000000,53680848
5,73,102,7,521,2910,771,12570,39752620,49186871
8,316,123,456,286,20499,12000,192930,30000000,50921738
7,159,105,56,22,1026,13000,74630,30000000,53021560
7,63,125,840,237,1748,13261,39306,30000000,45645204
5,162,92,101,760,6137,13000,25484,39752620,44328238
7,267,77,13000,973,60683,13261,188785,40000000,53337608
7,95,118,840,543,2577,13261,34910,39752620,42643187
8,478,121,777,219,1467,59000,196217,30000000,46875468
8,305,124,845,424,16881,44000,147128,30000000,52418902
7,397,99,840,828,5642,11000,158354,30000000,42057340
7,214,112,43,1000,15327,34000,93767,25000000,42478175
8,82,111,23,1000,9638,13261,43378,30000000,41407470
6,138,107,209,357,4059,16000,47297,30000000,42385520
6,69,104,134,64,1165,13261,26066,30000000,40118420
8,253,113,395,77,8362,13000,186977,38000000,40137776
7,304,113,171,63,814,13261,138435,32000000,39568996
7,634,95,246,751,29551,66000,277172,30000000,42043633
3,111,86,82,362,3854,13261,88518,30000000,38232624
8,77,126,102,497,23866,13261,54042,30000000,38413606
7,120,101,343,384,2373,13261,112669,27000000,38122105
7,63,102,840,413,15308,13261,49349,25000000,38747385
7,417,111,456,21,257,38000,159198,30000000,40247512
8,9,60,840,468,3295,13261,3322,39752620,48468407
4,59,95,40,342,2266,1000,36363,30000000,35927406
6,218,98,15000,392,16827,13261,49205,30000000,35565975
6,359,100,108,534,20051,39000,108242,30000000,35266619
7,101,118,3,439,3797,13261,21767,30000000,34703228
9,52,28,840,576,2867,13261,135643,39752620,48468407
7,85,125,21,581,15811,13261,33067,30000000,38432823
6,64,94,39,506,3664,304,12466,45000000,32095318
7,263,79,30,265,1594,13000,111117,30000000,31743332
7,450,106,840,273,18469,29000,148327,30000000,32154410
6,85,111,57,438,3239,13261,31984,39752620,28165882
7,162,63,15,69,1002,13261,15600,30000000,26687172
3,85,85,14,244,1653,1000,30651,19000000,26096584
7,110,108,631,95,1023,13261,21998,30000000,26525834
7,165,139,150,400,2060,11000,15843,30000000,30513940
7,64,127,73,433,12785,592,9283,30000000,23209440
6,44,106,32,650,20772,13261,23579,30000000,24048000
5,147,95,425,560,2737,1000,53884,30000000,22526144
6,242,118,301,897,5697,18000,54447,30000000,30523568
6,244,108,24,653,3892,11000,47003,30000000,23070045
5,73,105,34,642,4369,484,15052,35000000,20422207
6,232,131,89,372,3479,11000,78974,30000000,28644770
6,63,104,30,635,4462,491,12164,30000000,21800302
7,239,133,549,343,11799,27000,146364,35000000,21129348
4,158,94,110,277,15271,13261,70341,30000000,18500966
6,152,109,25,431,3148,999,65979,20000000,19976073
6,105,96,845,488,3072,629,23345,30000000,18967571
