imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,gross
6,109,114,101,398,2842,40000000,70836296
8,125,206,840,4,698,40000000,70405498
5,65,99,14,633,19334,40000000,70163652
6,125,123,563,8000,43917,34000000,66808615
7,322,137,11000,465,2938,65000000,115603980
6,191,102,23,651,7009,20000000,64149837
6,191,109,415,119,2357,40000000,83906114
5,221,82,160,748,303717,40000000,66466372
8,459,142,14000,423,16944,40000000,72306065
6,131,106,212,389,2544,40000000,59068786
6,222,114,89,177,2091,39752620,60923325
6,118,106,23,418,2325,50000000,57887882
6,100,108,287,823,8610,40000000,53955614
5,70,98,20,968,7039,40000000,54967359
8,138,131,58,720,17152,35000000,54228104
7,274,118,65,638,13943,40000000,57981889
7,349,113,174,767,17152,30000000,61094903
9,341,130,22000,19000,63986,40000000,53082743
6,196,116,51,465,30571,42000000,54414716
6,83,89,7,91,3361,40000000,57011847
8,283,139,840,19,848,40000000,50859889
7,105,130,46,162,1233,30000000,51185897
6,351,107,190,520,4243,40000000,52000688
6,16,116,425,204,2179,40000000,49851591
7,195,96,192,501,41293,40000000,47781388
7,175,99,18,211,18693,40000000,52320979
7,193,104,34,280,1274,43000000,47806295
7,169,105,54,988,9069,25000000,51853450
6,128,101,10,681,4298,40000000,46012734
7,249,134,16000,235,2281,40000000,47034272
7,91,135,840,913,16762,40000000,45856732
6,207,98,326,416,22318,40000000,59588068
7,77,155,14000,11000,37570,36000000,44175394
6,25,106,323,656,519,40000000,45500797
5,211,102,25,473,4324,40000000,41797066
5,19,95,80,287,4634,40000000,38087756
6,101,103,643,586,26938,40000000,37752931
7,175,95,30,664,2787,39752620,50562555
7,342,109,99,57,390,40000000,37371385
6,147,95,98,78,1070,40000000,37101011
6,420,111,840,687,4486,40000000,38176892
7,138,123,541,173,12970,40000000,36283504
7,82,140,840,552,3044,38000000,35183792
5,201,94,52,214,1488,40000000,38543473
5,82,94,840,235,1238,60000000,36037909
6,277,92,77,495,3074,40000000,42575718
6,90,102,6,584,2913,40000000,33864342
7,157,123,75,754,23920,40000000,33508922
6,124,104,101,223,1827,30000000,42071069
7,3,30,840,12,108,39752620,48468407
6,146,102,65,490,3239,40000000,32853640
6,303,136,3000,3000,28927,40000000,42615685
6,70,93,85,510,2711,25000000,32055248
7,283,129,335,64,15595,40000000,31836745
7,212,107,50,58,621,40000000,30993544
5,98,117,260,441,3969,40000000,30981850
6,110,116,18,249,3753,40000000,30199105
7,146,135,840,715,5917,40000000,29077547
5,100,107,55,294,4565,40000000,29374178
5,62,90,39,210,1335,40000000,28535768
4,70,99,287,44,10469,40000000,27663982
5,107,104,840,327,2888,40000000,27053815
7,169,115,56,19000,77823,35000000,26814957
7,94,119,7,903,29484,40000000,25178165
6,190,99,81,135,960,40000000,25117498
7,112,112,17000,354,23737,500000,32645
6,12,128,545,353,3126,40000000,24332324
6,201,112,118,674,3432,40000000,36665854
6,34,86,7,795,14275,40000000,22717758
6,104,108,105,616,34377,60000000,22433915
6,55,128,34,685,3821,60000000,22326247
4,86,84,33,1000,5039,40000000,21176322
6,50,111,17,889,17877,40000000,20300000
5,181,131,719,683,18913,45000000,20302961
6,260,123,840,826,7243,40000000,15962471
6,40,101,58,497,14008,40000000,14942422
5,102,102,19,351,14463,40000000,14967182
8,371,114,171,284,7099,45000000,18996755
4,49,107,124,572,3374,51000000,14375181
8,335,87,840,563,24770,40000000,20999103
6,86,103,65,311,12566,40000000,14448589
6,40,99,840,402,2125,40000000,14358033
8,242,122,840,54,809,77000000,33201661
5,70,91,29,762,3974,30000000,14018364
6,135,103,14,624,3639,60000000,13395939
7,125,107,42,171,1702,40000000,20113965
6,54,106,22,613,4327,40000000,13376506
3,104,101,37,595,4262,42000000,13208023
6,157,109,80,835,20503,40000000,13838130
6,159,110,118,287,12876,40000000,5773519
6,78,89,840,500,3096,40000000,9652000
7,88,100,92,706,4103,39752620,12081447
5,32,119,5,249,1883,36000000,7000000
4,75,83,7,485,4024,24000000,10431220
7,219,108,22,61,14127,33000000,10326062
6,83,102,39,259,2664,40000000,6114237
5,53,93,18,443,4123,40000000,4835968
6,61,84,8,219,1149,40000000,4777007
7,308,107,840,167,11623,26000000,3675072
6,70,91,48,39,222,40000000,18438149
4,41,94,840,379,2449,40000000,511920
6,224,115,180,87,1686,40000000,10640645
5,66,93,13,173,15638,40000000,652526
7,253,105,154,502,2288,20000000,80050171
6,79,107,34,472,13821,20000000,7564000
7,94,101,47,2,504,25000000,876671
7,77,111,840,385,2612,30000000,2869369
7,106,113,31,483,6267,40000000,128978
6,30,112,44,533,2115,25000000,77231
7,488,126,584,398,12286,39200000,4563029
7,63,90,10,541,3243,25000000,48468407
6,42,93,23,596,5240,39752620,463730
8,118,98,295,380,2630,23000000,50693162
8,44,159,50,72,554,18026148,6498000
7,214,107,124,100,568,39000000,63411478
6,110,102,36,433,1930,39752620,42640890
7,187,106,357,4000,45327,38000000,144512310
7,370,87,13000,787,4774,39000000,35287788
8,276,119,840,279,2853,40000000,25335935
5,76,110,534,511,2972,39000000,5881504
5,95,125,44,420,2329,39000000,60000000
6,211,113,88,785,36009,40000000,29802761
7,160,150,610,478,2172,553632000,626809
6,97,108,72,559,4251,38000000,127214072
7,174,96,126,954,22436,38000000,88915214
6,23,93,36,275,2176,39000000,30400000
5,103,100,840,1000,18291,38000000,85570368
7,98,118,18,906,6427,35000000,75668868
7,273,122,840,7,943,38600000,6594136
7,279,120,508,1000,36062,38000000,58700247
8,22,60,840,501,25160,39752620,48468407
6,4,88,840,46,196,40000000,48468407
8,65,146,278,494,20516,38000000,50668906
6,98,115,150,789,3770,38000000,39177215
6,116,123,7,692,2912,35000000,40334024
4,76,94,99,377,3552,30000000,71038190
6,106,102,43,280,1440,38000000,24044532
6,55,98,11,466,2765,38000000,22770864
7,172,133,2000,541,42344,38000000,18653746
6,47,118,150,182,24547,38000000,17305211
6,107,105,65,108,1265,57000000,16991902
7,323,109,304,736,3277,10000000,47536959
7,37,129,840,982,16237,38000000,10300000
8,297,109,840,145,1757,15000000,13782838
6,302,127,123,904,17551,38000000,41997790
6,38,118,11,12,74,37000000,6482195
5,31,110,49,427,2120,38000000,623374
7,118,90,27,260,15494,55000000,7871693
7,546,144,840,15,427,32000000,16377274
5,21,97,2,217,4900,38000000,48468407
7,86,130,39,534,5162,40000000,9589875
5,194,112,5,724,19974,38000000,34912982
8,437,133,840,531,15106,35000000,109712885
8,378,150,840,206,14296,37000000,92173235
6,170,110,52,651,13396,40000000,41102171
7,341,96,1000,681,36093,37000000,60338891
6,139,96,3,35,18178,37000000,48006503
8,393,123,2000,471,37206,38000000,26903709
8,224,188,840,272,1906,37000000,22450975
6,203,107,840,574,14483,37000000,44867349
6,148,110,11,591,4882,38000000,46813366
7,131,113,188,631,14209,37000000,72279690
5,350,122,308,10000,44060,37000000,191449475
7,129,116,415,644,20970,36000000,71026631
6,40,93,10,405,2986,65000000,68208190
7,289,118,43,651,3425,37000000,150368971
5,14,115,35,30,599,29500000,48468407
7,72,93,84,263,1874,36000000,50129186
6,89,121,883,133,762,36000000,55500000
6,265,101,38,318,1272,36000000,50213619
6,54,107,188,631,13904,36000000,42019483
6,126,124,287,475,10838,34000000,23360779
6,110,109,473,582,16611,36000000,26183197
5,138,105,488,13000,44037,37000000,20991497
7,31,130,840,723,3968,36000000,13052741
7,95,127,96,577,2393,36000000,14378353
6,267,114,101,2000,19904,37000000,33037754
8,175,106,487,263,1942,36000000,12339633
5,63,95,31,450,2928,36000000,2954405
5,85,81,16,387,2268,37000000,30105968
5,44,95,840,642,4537,35200000,37788228
8,334,108,480,706,17623,35000000,277313371
7,78,105,25,51,615,36000000,2126511
7,199,95,116,481,47203,33000000,205399422
8,186,126,13000,488,2725,35000000,251188924
6,77,102,596,785,3497,36000000,1068392
7,68,121,503,94,1446,35000000,144731527
8,261,129,102,624,3389,29000000,255950375
6,5,43,840,452,2255,39752620,48468407
5,122,88,840,640,4499,35000000,112692062
7,340,106,91,64,18669,35000000,117528646
8,493,110,1000,538,25964,38000000,171031347
7,208,109,64,505,23923,35000000,124732962
6,134,143,338,643,16007,35000000,82300000
6,275,120,91,680,5826,35000000,134455175
7,120,128,17000,387,24006,35000000,79100000
7,144,123,126,1000,25661,35000000,81159365
6,332,129,840,213,1450,35000000,110008260
6,104,105,8,278,2689,35000000,67962333
7,116,162,333,362,15912,27000000,78651430
8,177,138,161,210,19129,35000000,64604977
6,127,100,31,591,2968,35000000,63939454
6,83,90,840,945,23504,35000000,63826569
6,97,108,79,25,1715,35000000,60054449
8,256,101,840,574,42918,1800000,26505000
6,225,109,763,311,2474,33000000,61280963
6,83,132,130,80,29265,35000000,56876365
7,160,123,130,426,2259,35000000,59699513
6,191,87,14,691,16571,34000000,54132596
7,74,109,19,568,4231,35000000,52277485
7,238,109,87,923,20956,35000000,55802754
6,177,92,89,190,17860,35000000,55291815
8,405,125,102,825,19809,35000000,83299761
8,61,202,840,318,20143,33000000,48169908
6,285,134,840,120,1050,35000000,67523385
5,124,88,12,931,53370,35000000,49474048
7,164,92,148,227,2184,35000000,45802315
5,120,91,42,766,52566,35000000,43792641
6,90,75,221,553,13125,33000000,57651794
6,120,98,30,664,4879,30000000,43894863
8,117,147,179,646,56014,35000000,41954997
7,226,100,545,766,17902,33000000,39532308
7,223,120,365,723,3876,10700000,76600000
6,193,104,1000,939,41701,35000000,39692139
5,228,103,212,248,16249,35000000,40687294
7,360,109,487,3000,34011,40000000,37553932
5,148,104,16,584,3356,35000000,37481242
6,128,112,42,196,2371,35000000,39026186
7,3,60,840,628,3438,39752620,48468407
5,46,95,19,447,2643,50000000,33422806
7,40,102,23,57,677,39752620,48468407
4,63,102,133,690,5443,35000000,33423521
9,193,150,2000,95,1075,35000000,32519322
7,208,122,117,140,41636,35000000,31598308
7,122,101,308,206,966,30000000,37617947
5,228,108,174,324,2178,30000000,32048809
7,212,98,840,23,28027,27000000,33987757
7,392,137,16000,363,36258,35000000,37304950
6,208,112,192,844,3185,35000000,30691439
5,137,101,48,531,3001,35000000,30307804
6,119,103,81,636,4722,35000000,30669413
6,195,101,40,398,3612,35000000,28687835
7,95,112,37,480,5709,35000000,26494611
6,100,111,24,455,2603,20000000,48468407
6,164,102,840,769,3592,35000000,25266129
5,211,101,357,374,2471,35000000,25863915
7,91,155,16000,229,19689,30000000,25078937
6,44,93,8,558,24154,19000000,48468407
6,97,109,24,167,855,35000000,28995450
7,32,140,840,210,1394,35000000,24276500
6,270,108,251,296,2351,30000000,20981633
6,89,96,13,973,17292,35000000,22913677
7,219,123,15,745,13371,35000000,34531832
5,180,106,309,63,561,35000000,28064226
6,93,76,2,72,1908,35000000,19447478
7,173,107,161,549,22974,55000000,19389454
5,121,82,82,418,3266,35000000,25871834
6,298,109,90,344,2073,35000000,19692608
5,158,99,840,520,2535,35000000,19294901
7,248,91,192,346,24669,35000000,20275446
5,155,87,98,253,1679,35000000,34507079
7,105,125,159,39,3142,35000000,18306166
6,224,118,138,458,28479,35000000,17609982
6,129,98,12,663,9330,31000000,16831505
4,101,92,16,734,6327,35000000,17596256
5,145,93,840,174,1361,30000000,48468407
6,57,116,170,136,14744,27000000,48468407
6,227,92,840,10000,32875,35000000,14998070
6,13,115,468,150,1290,35000000,14587732
7,171,120,52,134,1082,35000000,18317151
7,119,111,529,505,19805,35000000,11405825
6,44,94,10,141,1668,35000000,13264986
7,188,100,212,919,5890,35000000,10991381
6,166,101,57,230,1947,35000000,10268846
7,584,139,840,687,13021,32000000,13303319
5,67,91,85,105,1352,35000000,10076136
6,233,109,453,120,1458,35000000,10499968
5,112,102,241,127,14165,38000000,7659747
6,151,103,189,766,6563,35000000,7948159
4,63,83,12,690,5022,35000000,11631245
7,335,123,840,6,23031,35000000,10137502
5,24,101,31,448,1993,35000000,6448817
7,147,117,840,567,3611,35000000,7458269
9,51,60,840,256,3823,39752620,48468407
7,10,114,503,697,4334,35000000,4651977
8,12,330,138,672,3227,35000000,4496583
6,50,121,55,918,3125,35000000,2221994
6,149,114,840,115,1005,35000000,6592103
8,24,156,278,249,1573,35000000,48468407
7,28,135,22,45,1508,39752620,1877179
7,95,148,840,656,5,35000000,630779
8,288,148,840,7,50,39752620,5100937
5,10,109,596,282,1980,39752620,48468407
6,58,93,18,324,5377,32000000,48468407
7,140,107,194,816,3874,23000000,48468407
7,297,113,47,129,1783,34000000,102413606
5,90,91,31,141,1564,35000000,10214013
7,56,139,17000,94,1068,30000000,32000000
7,274,96,840,1000,24640,35000000,10139254
5,68,102,3,239,1274,34000000,11227940
6,98,96,165,566,14978,35000000,183125
8,256,101,6000,2,13,34000000,15081783
7,117,128,88,954,3386,34000000,37432299
5,107,109,7,1000,52621,34000000,10654581
6,52,114,46,292,1778,34000000,6543194
6,135,105,125,2000,23122,35000000,13101142
7,211,141,56,38,301,35000000,8324748
8,57,195,631,521,2291,35000000,48468407
8,81,138,840,574,14619,40000000,141340178
6,107,101,43,655,5942,33000000,51758599
5,100,99,67,330,1790,30000000,117559438
6,60,85,840,11,369,34000000,4091
5,195,89,21,48,843,30000000,21426805
7,121,99,35,433,4863,33000000,35057332
6,285,105,160,491,2604,33000000,34014398
5,103,97,10,178,18688,33000000,28927720
7,192,140,36,336,2114,33000000,33682273
7,90,118,41,577,2859,10000000,4280577
7,258,94,132,317,27759,30000000,17120019
6,56,124,179,551,13093,38000000,8406264
8,197,134,37,504,13649,32500000,309125409
6,254,113,197,43,391,30000000,10955425
8,299,124,335,50,14504,32000000,34180954
6,163,98,136,833,4151,39752620,17225675
7,152,97,4000,8000,43354,33000000,173381405
6,53,123,226,796,5975,32000000,104632573
5,67,99,32,521,2916,35000000,81150692
7,88,101,503,1000,18734,32000000,60328558
6,163,92,100,327,1729,32000000,80197993
7,371,131,176,460,3229,32500000,169076745
7,418,107,133,9000,38751,32000000,101470202
6,131,103,9,573,3004,29000000,50041732
7,98,129,88,975,36069,32000000,48814909
6,119,107,34,1000,31529,20000000,57744720
6,133,89,16,2000,74181,35000000,21784432
4,88,113,14,534,3500,32000000,37911876
8,522,93,840,355,16034,32000000,54696902
7,43,120,155,240,2054,32000000,36733909
6,224,98,541,897,10938,32000000,35063732
7,122,105,840,223,1843,33000000,99462
6,56,142,14000,642,20201,35000000,48468407
7,75,98,61,83,1400,32000000,32701088
8,441,96,840,882,12754,32000000,31493782
6,163,87,255,810,29050,32000000,43095600
6,63,107,840,159,29743,32000000,18636537
6,90,90,29,142,961,28000000,17848322
7,163,121,17000,245,13040,55000000,16640210
6,197,119,238,447,2925,32000000,13763130
4,93,107,26,535,3274,35000000,10956379
5,15,110,278,179,3864,30000000,4357000
6,260,100,35,7000,32094,30000000,22525921
7,18,75,10,826,7394,32000000,3562749
7,70,132,840,876,16878,32000000,2899970
6,183,105,840,308,2355,32000000,1304837
6,12,93,840,239,1073,32000000,48468407
9,261,289,840,3000,25313,31500000,78800000
6,167,102,8,472,2961,32000000,17797316
7,42,143,65,320,2223,6500000,82528097
6,130,113,34,24,10910,31500000,14268533
7,66,161,521,184,12518,31000000,87100000
7,449,138,840,874,20952,31000000,93749203
6,121,126,43,177,1008,34000000,62700000
8,536,99,840,670,15082,25000000,59073773
7,135,101,96,442,13811,31000000,24185781
6,74,103,155,125,1440,31000000,53133888
7,168,118,40,617,4045,31000000,44983704
6,464,116,176,322,2097,144000000,118099659
6,204,99,840,816,40312,31000000,58879132
7,96,105,188,482,3439,30250000,72077000
7,223,113,252,90,813,45000000,170684505
6,112,93,221,781,26760,34200000,163479795
6,142,108,6,1000,7872,30000000,145096820
8,166,74,487,802,19046,30000000,191796233
7,114,116,101,780,20966,25000000,121248145
7,214,104,23,281,18322,30000000,125014030
7,126,106,12,946,17560,31000000,11854694
8,157,120,132,1000,54877,30000000,115648585
8,104,135,323,495,2575,30000000,122012643
7,304,132,304,898,20035,30000000,116631310
7,191,92,43,936,4730,20000000,114324072
7,55,99,188,436,3696,38000000,113502246
6,59,90,176,460,2203,30000000,108360000
6,108,111,840,529,13645,37000000,108244774
6,50,103,37,452,3143,26000000,105444419
9,216,127,21000,360,22678,33000000,100125340
8,472,112,662,107,2639,30000000,115646235
7,89,87,47,217,20097,30000000,85416609
8,229,138,16000,262,1942,25000000,90135191
8,268,132,16000,567,28830,30000000,100422786
7,145,103,11000,636,24333,30000000,106694016
8,177,123,415,545,34495,29000000,64286
6,175,111,98,71,2978,30000000,76806312
4,131,102,23,635,4516,30000000,79566871
6,41,78,840,786,4527,30000000,76501438
7,30,132,840,252,1936,30000000,74787599
8,57,133,380,918,26388,30000000,66528842
7,391,108,655,940,35209,25000000,83813460
7,217,125,729,322,1556,30000000,65010106
7,452,98,129,7,337,35000000,66359959
7,589,119,840,502,37387,30000000,66468315
5,61,87,129,560,2911,30000000,64172251
7,79,91,108,204,1185,30000000,66600000
6,234,100,64,329,19420,30000000,63536011
7,253,118,89,344,16758,30000000,62877175
9,51,44,840,690,3418,39752620,48468407
7,123,109,309,482,2740,45000000,74484168
6,145,99,5,966,6930,30000000,60269340
6,65,114,840,545,2860,30000000,60033780
5,152,89,56,545,13794,30000000,58715510
6,94,95,65,246,1266,19000000,58156435
6,119,98,56,533,6742,37000000,56044241
8,487,94,11000,183,1289,17000000,56816662
6,121,85,7,691,18795,42000000,64238770
8,147,124,47,877,43453,30000000,52937130
6,85,131,43,362,19815,55000000,52799004
5,98,107,840,643,14710,27800000,55210049
5,39,99,13,837,3679,30000000,51432423
6,43,83,88,348,4767,30000000,51109400
6,108,131,46,433,2943,30000000,50300000
8,209,85,9,100,1145,30000000,56068547
7,131,126,98,37,18726,30000000,53680848
5,73,102,7,521,2910,39752620,49186871
8,316,123,456,286,20499,30000000,50921738
7,159,105,56,22,1026,30000000,53021560
7,63,125,840,237,1748,30000000,45645204
5,162,92,101,760,6137,39752620,44328238
7,267,77,13000,973,60683,40000000,53337608
7,95,118,840,543,2577,39752620,42643187
8,478,121,777,219,1467,30000000,46875468
8,305,124,845,424,16881,30000000,52418902
7,397,99,840,828,5642,30000000,42057340
7,214,112,43,1000,15327,25000000,42478175
8,82,111,23,1000,9638,30000000,41407470
6,138,107,209,357,4059,30000000,42385520
6,69,104,134,64,1165,30000000,40118420
8,253,113,395,77,8362,38000000,40137776
7,304,113,171,63,814,32000000,39568996
7,634,95,246,751,29551,30000000,42043633
3,111,86,82,362,3854,30000000,38232624
8,77,126,102,497,23866,30000000,38413606
7,120,101,343,384,2373,27000000,38122105
7,63,102,840,413,15308,25000000,38747385
7,417,111,456,21,257,30000000,40247512
8,9,60,840,468,3295,39752620,48468407
4,59,95,40,342,2266,30000000,35927406
6,218,98,15000,392,16827,30000000,35565975
6,359,100,108,534,20051,30000000,35266619
7,101,118,3,439,3797,30000000,34703228
9,52,28,840,576,2867,39752620,48468407
7,85,125,21,581,15811,30000000,38432823
6,64,94,39,506,3664,45000000,32095318
7,263,79,30,265,1594,30000000,31743332
7,450,106,840,273,18469,30000000,32154410
6,85,111,57,438,3239,39752620,28165882
7,162,63,15,69,1002,30000000,26687172
3,85,85,14,244,1653,19000000,26096584
7,110,108,631,95,1023,30000000,26525834
7,165,139,150,400,2060,30000000,30513940
7,64,127,73,433,12785,30000000,23209440
6,44,106,32,650,20772,30000000,24048000
5,147,95,425,560,2737,30000000,22526144
6,242,118,301,897,5697,30000000,30523568
6,244,108,24,653,3892,30000000,23070045
5,73,105,34,642,4369,35000000,20422207
6,232,131,89,372,3479,30000000,28644770
6,63,104,30,635,4462,30000000,21800302
7,239,133,549,343,11799,35000000,21129348
4,158,94,110,277,15271,30000000,18500966
6,152,109,25,431,3148,20000000,19976073
6,105,96,845,488,3072,30000000,18967571
5,36,105,114,537,6152,25000000,17100000
5,181,99,11,762,22554,30000000,17266505
7,219,112,380,2000,31278,30000000,32357532
6,158,108,50,494,16722,30000000,16930884
7,155,126,51,874,20563,35000000,18324242
6,74,98,41,900,18085,40000000,16323969
6,368,104,165,559,2222,26000000,16999046
5,81,110,8,322,3000,35000000,16295774
7,154,130,149,798,5101,30000000,15709385
5,140,93,2,258,2178,30000000,14888028
6,73,96,840,130,977,30000000,14208384
7,98,114,118,40,679,30000000,12831121
6,358,106,44,133,1393,30000000,18298649
7,222,150,840,855,27829,30000000,12712093
4,85,100,38,362,2497,30000000,11576087
6,62,100,277,210,22006,30000000,11900000
3,130,100,70,99,1100,45000000,9353573
6,376,107,419,165,1643,45000000,12026670
5,130,102,6,353,23352,25000000,14334645
6,65,101,3,120,842,23000000,12189514
5,77,86,6,843,5393,30000000,10134754
7,107,108,529,83,11519,30000000,8535575
7,292,123,840,645,11769,40000000,7689458
7,193,134,12,329,1873,39752620,7501404
8,16,511,840,51,307,39752620,48468407
6,184,88,65,681,5706,30000000,19316646
6,123,109,29,91,1297,30000000,10965209
8,60,122,380,2000,32930,18000000,26830000
8,111,251,840,642,24719,30000000,5300000
7,217,118,76,174,4253,30000000,10880926
7,117,131,53,548,16252,18000000,3752725
7,105,109,277,345,2759,25000000,3517797
4,41,80,9,826,21519,39752620,3101301
7,124,88,108,135,1518,30000000,2975649
6,90,103,45,107,949,60000000,668171
5,110,87,23,748,4473,21000000,480314
8,273,160,181,820,22516,30000000,3904982
6,63,121,840,187,1887,18000000,127437
7,56,91,2,55,545,39752620,48468407
6,130,92,165,700,29773,30000000,48468407
7,134,129,395,313,19620,30000000,537580
5,36,93,7,480,3095,39752620,48468407
7,46,118,55,11,143,30000000,48468407
2,7,110,18,432,2725,24000000,48468407
6,132,103,61,520,2806,30000000,48468407
4,5,85,840,21,229,30000000,48468407
7,56,110,59,24,1831,30000000,48468407
8,65,89,5,365,15795,19000000,48468407
7,221,115,840,751,13159,29000000,183436380
8,291,153,446,154,1383,28000000,119518352
8,13,42,840,442,3309,39752620,48468407
6,148,128,840,754,5404,30000000,37036404
6,42,89,12,373,2056,29000000,22359293
8,302,122,2000,1000,6161,35000000,18593156
7,181,113,840,89,810,29000000,48468407
5,64,99,71,584,4169,29000000,16930185
5,154,99,265,265,23562,29000000,63034755
8,17,147,840,400,18855,29000000,5899797
7,65,112,759,933,17873,28000000,4554569
5,148,88,64,363,2567,12000000,17016190
7,161,94,11,566,5085,29000000,6301131
8,124,90,63,631,52970,28000000,217350219
8,349,167,473,303,2702,28000000,161029270
8,148,118,14000,237,11898,28000000,179870271
6,45,83,5,368,3438,24000000,100491683
6,133,104,93,878,17109,60000000,74058698
7,87,110,350,83,11534,29000000,48468407
6,178,102,840,876,46186,29000000,55845943
8,233,131,323,541,40585,28000000,81350242
7,173,101,136,526,3400,28000000,67266300
8,426,130,285,767,57308,28000000,70235322
7,210,120,840,210,1500,30000000,7443007
8,129,135,149,250,1845,28000000,64371181
7,287,110,840,1000,10438,26000000,58885635
5,108,103,163,968,17533,35000000,60400856
7,62,115,21,47,386,30000000,48468407
8,220,110,840,327,14609,21000000,52353636
7,136,91,446,660,3969,30000000,51475962
7,222,105,226,966,35694,28000000,63910583
7,112,127,46,244,2118,28000000,62300000
7,122,82,23,6,37,28000000,49968653
6,62,99,840,186,2010,27000000,44450000
7,135,90,840,8000,34565,28000000,45162741
7,184,115,529,325,1554,28000000,71346930
7,36,96,197,115,1275,28000000,39514713
6,171,104,96,559,3497,28000000,43097652
8,447,117,905,385,2357,30000000,48043505
6,220,83,181,459,1987,28000000,37053924
5,122,99,71,1000,23344,28000000,33000377
6,119,81,44,3000,47677,28000000,66950483
8,177,135,456,241,1083,28000000,38372662
8,302,117,840,521,13877,28000000,27000000
7,44,139,105,902,16125,28000000,31600000
6,211,123,368,114,1286,28000000,30688364
7,222,117,115,97,3681,21000000,28563179
5,100,97,710,258,1805,28000000,16779636
8,100,81,63,656,66,160000000,10762178
5,98,103,80,585,3211,28000000,17324744
7,74,119,116,385,2171,28000000,8888143
5,97,94,32,453,3436,28000000,24268828
5,21,89,23,899,5535,28000000,8119205
5,156,98,840,900,28867,28000000,8434601
6,125,107,234,660,3944,28000000,6998324
6,225,108,23,845,4710,28000000,10907291
7,85,134,17000,656,4,28000000,5532301
7,135,110,53,87,858,27000000,2775593
7,350,103,65,405,19168,28000000,28751715
6,31,145,13,278,11669,24000000,48468407
6,177,100,11,561,25387,28000000,20285518
7,106,131,46,293,1898,27500000,67900000
7,251,133,840,529,12874,30000000,148734225
7,148,109,415,228,1775,30000000,49185998
5,76,114,92,436,3565,35000000,42168445
7,52,164,767,162,1334,16000000,26400000
7,220,92,14,78,646,15000000,17508670
7,131,122,151,11000,50950,27500000,9664316
8,7,42,840,535,2707,39752620,48468407
7,112,110,120,664,16230,30000000,74888996
6,93,116,144,477,3845,27000000,69586544
8,370,106,4000,591,32921,175000000,362645141
7,83,115,39,685,14322,27000000,60491560
8,125,148,644,326,2566,27000000,54200000
6,73,119,43,523,3525,39752620,44087387
6,98,118,650,715,3389,25000000,30920167
7,158,101,129,3,74,30000000,40566655
6,152,82,49,429,3313,27000000,31768374
8,202,110,118,1000,26451,27000000,22494487
8,80,193,133,820,6341,27000000,21500000
7,288,130,776,358,2452,30000000,4463292
7,99,94,249,271,1560,27000000,48468407
8,222,111,295,531,4696,27000000,14337579
7,194,110,10,844,6420,13500000,13823741
9,15,30,840,94,812,39752620,48468407
7,56,109,181,137,960,25000000,48468407
6,63,123,840,324,11969,27000000,10297897
6,167,109,22,355,15790,27000000,13248477
6,101,99,54,398,1721,27000000,8712564
7,118,106,43,460,2495,27000000,7486906
4,76,89,840,640,4311,27000000,38536376
7,268,98,840,638,10894,27000000,41008532
6,95,93,31,57,1044,28000000,5204007
6,78,112,541,638,46022,15000000,4485485
6,127,101,212,749,4186,27000000,4476235
6,137,104,272,17000,71973,25000000,1089365
6,54,120,278,387,3286,23000000,763044
7,38,135,840,3,24,27000000,48468407
5,167,91,41,328,2954,26000000,20819129
6,129,97,70,512,3984,26000000,110222438
7,217,133,840,218,8341,26000000,109243478
7,134,123,108,239,1690,25000000,100241322
7,253,114,71,313,15428,28000000,25977365
6,46,111,425,344,2403,26000000,91457688
7,232,117,234,919,15590,27000000,87341380
7,92,121,72,343,2747,26000000,65703412
8,153,139,840,648,5458,22000000,58328680
7,49,115,541,442,10493,26000000,61490000
9,79,22,840,424,1784,39752620,48468407
7,56,175,840,14,669,26000000,50800000
7,224,85,840,178,1090,26000000,57859105
6,175,90,160,392,3172,26000000,46455802
8,197,107,840,577,3066,26000000,45506619
5,226,100,124,534,3889,26000000,40168080
7,335,129,840,385,13573,26000000,49874933
7,157,109,80,2000,28493,26000000,45489752
5,69,94,906,528,3917,26000000,36985501
7,46,133,759,67,1154,26000000,33200000
7,217,105,260,3000,42473,26000000,28501651
5,55,100,8,588,3742,26000000,23222861
6,200,113,840,307,23456,56000000,54540525
6,93,118,49,155,11662,42000000,16252765
6,265,110,160,427,2356,26000000,16005978
5,82,110,80,509,2466,26000000,14469428
4,32,99,5,535,2960,26000000,13829734
6,42,101,30,223,2228,22000000,1075288
6,22,100,2,512,2170,26000000,48468407
7,116,103,11000,277,12534,26000000,7496522
4,56,100,737,816,19068,26000000,48468407
5,23,95,840,26,616,25530000,20047715
7,178,117,763,523,17847,26000000,12276810
8,226,129,353,151,1565,15000000,33565375
7,406,120,840,113,705,30000000,499263
7,57,125,840,711,52201,25000000,219200000
8,100,133,272,628,12285,25000000,172825435
8,366,116,16000,198,17347,33000000,148085755
6,242,129,840,655,4264,25100000,25517500
8,309,93,180,485,16461,25000000,145000989
7,85,118,97,437,3197,26000000,26761283
6,48,129,81,164,2551,25000000,121945720
9,174,185,14000,212,15233,22000000,96067179
8,373,146,150,2000,23227,25000000,169705587
6,224,128,386,203,36337,28000000,3254172
5,94,93,67,596,7800,80000000,84185387
5,25,107,840,48,1166,26000000,48468407
